subjCode,naming_question,naming_expTimer,naming_rt,nameing_response,goodness_of_fit_rt,goodness_of_fit_expTimer,goodness_of_fit,confidence_question,trial_number,image,trial_list_num,batchFile
6KM9T,.الرجاء تسمية هذه الصورة,35.092,15539,شكل,21747,57.902,2,ما مدى تطابق هذا الاسم مع هذه الصورة؟,1,VCS_200.png,2,trial_lists/trial_list_2
6KM9T,.الرجاء تسمية هذه الصورة,98.484,40453,رأس النجمة و أرجل المربع,6249,105.792,1,ما مدى تطابق هذا الاسم مع هذه الصورة؟,2,VCS_230.png,2,trial_lists/trial_list_2
6KM9T,.الرجاء تسمية هذه الصورة,143.833,37881,شفرات ناروتو,3999,148.861,1,ما مدى تطابق هذا الاسم مع هذه الصورة؟,3,VCS_320.png,2,trial_lists/trial_list_2
6KM9T,.الرجاء تسمية هذه الصورة,164.63,15693,ارنب مبهم الملامح,4658,170.315,2,ما مدى تطابق هذا الاسم مع هذه الصورة؟,4,VCS_110.png,2,trial_lists/trial_list_2
6KM9T,.الرجاء تسمية هذه الصورة,186.517,16127,نجمه رباعية,2036,189.587,3,ما مدى تطابق هذا الاسم مع هذه الصورة؟,5,VCS_350.png,2,trial_lists/trial_list_2
6KM9T,.الرجاء تسمية هذه الصورة,224.963,35285,نجمة مع مربع,4165,230.156,3,ما مدى تطابق هذا الاسم مع هذه الصورة؟,6,VCS_260.png,2,trial_lists/trial_list_2
6KM9T,.الرجاء تسمية هذه الصورة,239.09,8812,مربع,3961,244.084,4,ما مدى تطابق هذا الاسم مع هذه الصورة؟,7,square.png,2,trial_lists/trial_list_2
6KM9T,.الرجاء تسمية هذه الصورة,259.221,15041,بترون فستان,3415,263.664,2,ما مدى تطابق هذا الاسم مع هذه الصورة؟,8,VCS_140.png,2,trial_lists/trial_list_2
6KM9T,.الرجاء تسمية هذه الصورة,288.555,24796,نجمه مع مضلع,1796,291.38,2,ما مدى تطابق هذا الاسم مع هذه الصورة؟,9,VCS_290.png,2,trial_lists/trial_list_2
6KM9T,.الرجاء تسمية هذه الصورة,310.422,18949,يشبه شعار برشلونه نوعا ما,5834,317.283,2,ما مدى تطابق هذا الاسم مع هذه الصورة؟,10,VCS_170.png,2,trial_lists/trial_list_2
6KM9T,.الرجاء تسمية هذه الصورة,333.407,16057,مثلث متطابق الضلعين,2238,336.678,4,ما مدى تطابق هذا الاسم مع هذه الصورة؟,11,triangle.png,2,trial_lists/trial_list_2
6KM9T,.الرجاء تسمية هذه الصورة,356.974,20192,نجمه رباعيه محدبه,1942,359.949,3,ما مدى تطابق هذا الاسم مع هذه الصورة؟,12,VCS_20.png,2,trial_lists/trial_list_2
6KM9T,.الرجاء تسمية هذه الصورة,367.82,7770,رأس ارنب,1430,370.276,3,ما مدى تطابق هذا الاسم مع هذه الصورة؟,13,VCS_80.png,2,trial_lists/trial_list_2
6KM9T,.الرجاء تسمية هذه الصورة,382.928,12584,شكل عشوائي,4060,388.021,3,ما مدى تطابق هذا الاسم مع هذه الصورة؟,14,VCS_50.png,2,trial_lists/trial_list_2
6KM9T,.الرجاء تسمية هذه الصورة,399.41,11335,كلب,2280,402.723,4,ما مدى تطابق هذا الاسم مع هذه الصورة؟,15,dog.png,2,trial_lists/trial_list_2
